club_name,team_name,team_name_raw,age_group,gender,division,bracket,conference,org_season_id,event_id,club_id,team_id,league_name,rank,gp,w,l,d,gf,ga,gd,ppg,pts,qualification,source_url
Oregon Premier,,Oregon Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,2937,112725,ECNL Regional League Boys,1,13,13,0,0,70,1,69,3.00,39,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Portland City United,,Portland City United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,4344,114497,ECNL Regional League Boys,2,13,8,4,1,44,11,33,1.92,25,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
United PDX,,United PDX ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,2536,111895,ECNL Regional League Boys,3,11,6,3,2,14,17,-3,1.81,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Eastside Timbers,,Eastside Timbers ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,2554,114719,ECNL Regional League Boys,4,12,5,3,4,19,13,6,1.58,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Eugene Metro FC,,Eugene Metro FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,4330,116439,ECNL Regional League Boys,5,13,5,6,2,15,25,-10,1.30,17,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Capital FC,,Capital FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,3956,116411,ECNL Regional League Boys,6,13,2,5,6,13,27,-14,0.92,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Idaho Rush,,Idaho Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,1813,113982,ECNL Regional League Boys,7,9,2,5,2,4,21,-17,0.88,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
FC Portland,,FC Portland ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,603,117874,ECNL Regional League Boys,8,13,2,8,3,8,34,-26,0.69,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Boise Timbers FC,,Boise Timbers FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Far West 2025-26,72,3893,51,115493,ECNL Regional League Boys,9,9,0,9,0,2,40,-38,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3893/12/72/0/0
Pipeline SC,,Pipeline SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,3405,91704,ECNL Regional League Boys,1,17,16,1,0,96,7,89,2.82,48,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Potomac SA,,Potomac SA ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,1940,115505,ECNL Regional League Boys,2,16,14,2,0,52,12,40,2.62,42,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Penn Fusion SA,,Penn Fusion SA ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,79,114896,ECNL Regional League Boys,3,17,13,3,1,45,8,37,2.35,40,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
FC DELCO,,FC DELCO ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,598,111508,ECNL Regional League Boys,4,18,12,3,3,57,18,39,2.16,39,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
HEX FC Keystone,,HEX FC Keystone ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,46,114690,ECNL Regional League Boys,5,17,10,6,1,39,23,16,1.82,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
LVU Rush,,LVU Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,451,112512,ECNL Regional League Boys,6,17,8,7,2,37,20,17,1.52,26,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Maryland United FC,,Maryland United FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,419,95154,ECNL Regional League Boys,8,16,7,7,2,29,24,5,1.43,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Baltimore Celtic,,Baltimore Celtic ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,494,94096,ECNL Regional League Boys,9,16,5,9,2,17,36,-19,1.06,17,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Delaware FC,,Delaware FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,2701,117069,ECNL Regional League Boys,10,17,5,9,3,29,32,-3,1.05,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Philadelphia Ukrainian Nationals,,Philadelphia Ukrainian Nationals ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,1345,114659,ECNL Regional League Boys,11,17,4,12,1,11,60,-49,0.76,13,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
SJEB FC,,SJEB FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,4355,115027,ECNL Regional League Boys,12,16,1,12,3,16,72,-56,0.37,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
PSA Monmouth,,PSA Monmouth ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,4338,112982,ECNL Regional League Boys,13,17,2,15,0,14,95,-81,0.35,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
Match Fit Surf,,Match Fit Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys North Atlantic 2025-26,72,3907,64,54414,ECNL Regional League Boys,14,16,1,13,2,7,58,-51,0.31,5,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3907/12/72/0/0
St. Louis Stars,,St. Louis Stars ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,5147,116978,ECNL Regional League Boys,1,23,18,2,3,99,5,94,2.47,57,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
KC Fusion,,KC Fusion ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3615,114891,ECNL Regional League Boys,2,21,16,2,3,87,19,68,2.42,51,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Kansas City Surf,,Kansas City Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3740,113604,ECNL Regional League Boys,3,20,14,5,1,79,18,61,2.15,43,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
FC Wichita,,FC Wichita ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3486,117262,ECNL Regional League Boys,4,23,14,8,1,66,28,38,1.86,43,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Missouri Rush,,Missouri Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,1730,114055,ECNL Regional League Boys,5,22,10,8,4,41,41,0,1.54,34,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Union KC Navy,,Union KC Navy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3480,111683,ECNL Regional League Boys,6,21,8,8,5,44,33,11,1.38,29,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Kansas City Athletics,,Kansas City Athletics ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,2330,116241,ECNL Regional League Boys,7,22,4,16,2,23,44,-21,0.63,14,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Union KC Red,,Union KC Red ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3480,111684,ECNL Regional League Boys,8,23,4,17,2,24,92,-68,0.60,14,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Kansas Rush,,Kansas Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3696,117047,ECNL Regional League Boys,9,23,0,22,1,12,195,-183,0.04,1,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Sporting Iowa,,Sporting Iowa ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,3483,117750,ECNL Regional League Boys,1,9,6,2,1,23,10,13,2.11,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
FC United Iowa,,FC United Iowa ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,4315,84658,ECNL Regional League Boys,2,9,6,2,1,27,12,15,2.11,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Gretna Elite Academy,,Gretna Elite Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,373,112745,ECNL Regional League Boys,3,8,4,3,1,17,14,3,1.62,13,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Vision Soccer Academy Premier,,Vision Soccer Academy Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,4356,113962,ECNL Regional League Boys,4,8,3,4,1,19,17,2,1.25,10,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
Sporting Nebraska FC,,Sporting Nebraska FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Heartland 2025-26,72,3901,1726,117185,ECNL Regional League Boys,5,8,0,8,0,4,37,-33,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3901/12/72/0/0
FC Fresno Academy,,FC Fresno Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,5109,111573,ECNL Regional League Boys,1,11,11,0,0,72,4,68,3.00,33,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
CV Futbol Academy,,CV Futbol Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,4582,111992,ECNL Regional League Boys,2,8,8,0,0,52,8,44,3.00,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Clovis Crossfire,,Clovis Crossfire ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,1249,110346,ECNL Regional League Boys,3,11,9,1,1,42,12,30,2.54,28,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Folsom Lake Surf,,Folsom Lake Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,3989,111815,ECNL Regional League Boys,4,9,6,3,0,36,15,21,2.00,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
San Jose Rush,,San Jose Rush ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,5322,117907,ECNL Regional League Boys,5,11,6,3,2,22,16,6,1.81,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
JSC Soccer Club,,JSC Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,4659,113330,ECNL Regional League Boys,6,10,6,4,0,20,17,3,1.80,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Livermore Fusion SC,,Livermore Fusion SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,3068,111737,ECNL Regional League Boys,7,11,6,4,1,33,23,10,1.72,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
South Valley Chivas,,South Valley Chivas ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,5114,114147,ECNL Regional League Boys,8,13,7,5,1,51,23,28,1.69,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Stanford Strikers FC,,Stanford Strikers FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,2482,111502,ECNL Regional League Boys,9,10,5,5,0,18,31,-13,1.50,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Sheriffs FC,,Sheriffs FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,2748,112423,ECNL Regional League Boys,10,8,3,3,2,15,20,-5,1.37,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Walnut Creek Surf,,Walnut Creek Surf ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,3983,111636,ECNL Regional League Boys,11,11,5,6,0,19,31,-12,1.36,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
SF United FC,,SF United FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,3252,111361,ECNL Regional League Boys,12,11,4,6,1,24,31,-7,1.18,13,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Eastshore Alliance FC,,Eastshore Alliance FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,4403,112909,ECNL Regional League Boys,13,10,3,7,0,12,37,-25,0.90,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
East Bay United,,East Bay United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,4544,112415,ECNL Regional League Boys,14,10,2,8,0,22,52,-30,0.60,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Union Sacramento FC,,Union Sacramento FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,1649,112868,ECNL Regional League Boys,15,9,1,6,2,11,38,-27,0.55,5,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Revolution FC,,Revolution FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,4067,113290,ECNL Regional League Boys,16,10,1,8,1,14,36,-22,0.40,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
South Valley United,,South Valley United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,1721,111832,ECNL Regional League Boys,17,10,1,8,1,6,37,-31,0.40,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
San Ramon FC,,San Ramon FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys NorCal 2025-26,72,3906,2850,111830,ECNL Regional League Boys,18,9,1,8,0,7,45,-38,0.33,3,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3906/12/72/0/0
Northwest United FC,,Northwest United FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,4551,93841,ECNL Regional League Boys,1,9,8,1,0,20,9,11,2.66,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Eastside FC,,Eastside FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,398,90879,ECNL Regional League Boys,2,9,7,0,2,27,11,16,2.55,23,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Seattle United,,Seattle United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,1643,114766,ECNL Regional League Boys,3,9,7,1,1,33,7,26,2.44,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
PacNW SC,,PacNW SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,2331,110683,ECNL Regional League Boys,6,8,2,3,3,15,15,0,1.12,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Central Washington Sounders,,Central Washington Sounders ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,4333,103666,ECNL Regional League Boys,7,9,2,5,2,20,25,-5,0.88,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Washington Premier,,Washington Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,112,80505,ECNL Regional League Boys,8,9,2,5,2,7,15,-8,0.88,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Wenatchee FC,,Wenatchee FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,4153,112192,ECNL Regional League Boys,9,9,2,5,2,13,28,-15,0.88,8,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Spokane Shadow,,Spokane Shadow ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northwest 2025-26,72,3910,2544,113337,ECNL Regional League Boys,10,9,0,9,0,14,31,-17,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3910/12/72/0/0
Brooklyn United,,Brooklyn United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,5150,115255,ECNL Regional League Boys,1,10,9,0,1,53,5,48,2.80,28,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
CFC North,,CFC North ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,4349,97459,ECNL Regional League Boys,2,9,8,1,0,34,6,28,2.66,24,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Select North,,Select North ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,342,117373,ECNL Regional League Boys,3,9,7,2,0,50,8,42,2.33,21,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Select South,,Select South ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,342,117093,ECNL Regional League Boys,4,10,6,2,2,36,11,25,2.00,20,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Brentwood SC,,Brentwood SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,489,111795,ECNL Regional League Boys,5,9,5,4,0,36,16,20,1.66,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Western United Pioneers,,Western United Pioneers ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,1030,115561,ECNL Regional League Boys,6,10,5,5,0,47,16,31,1.50,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Eastern FC,,Eastern FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,4220,96591,ECNL Regional League Boys,7,10,4,6,0,23,39,-16,1.20,12,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Quickstrike FC,,Quickstrike FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,435,115156,ECNL Regional League Boys,8,10,2,8,0,13,53,-40,0.60,6,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Westchester Soccer Club,,Westchester Soccer Club ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,5327,118599,ECNL Regional League Boys,9,11,1,9,1,12,55,-43,0.36,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Black Watch Premier,,Black Watch Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,756,118989,ECNL Regional League Boys,10,10,0,10,0,2,97,-95,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
STA MO,,STA MO ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,613,114952,ECNL Regional League Boys,1,10,9,1,0,46,15,31,2.70,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
FC Europa,,FC Europa ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,397,98248,ECNL Regional League Boys,2,9,7,1,1,38,9,29,2.44,22,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
FC Copa Academy,,FC Copa Academy ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,385,112839,ECNL Regional League Boys,3,8,6,1,1,28,11,17,2.37,19,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
West-Mont United,,West-Mont United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,1484,114242,ECNL Regional League Boys,4,9,5,4,0,36,15,21,1.66,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Lancaster FC,,Lancaster FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,5290,115516,ECNL Regional League Boys,5,10,5,5,0,24,29,-5,1.50,15,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
Eagle FC,,Eagle FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,5229,113706,ECNL Regional League Boys,7,10,1,8,1,8,26,-18,0.40,4,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
PSA North,,PSA North ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Northeast 2025-26,72,3908,369,114840,ECNL Regional League Boys,8,10,0,9,1,2,61,-59,0.10,1,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3908/12/72/0/0
FSA FC,,FSA FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,431,82174,ECNL Regional League Boys,1,14,6,5,3,21,19,2,1.50,21,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
Scorpions SC,,Scorpions SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,94,116957,ECNL Regional League Boys,2,13,6,7,0,21,33,-12,1.38,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
East Coast Surf SC,,East Coast Surf SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,1409,117484,ECNL Regional League Boys,3,14,5,6,3,18,38,-20,1.28,18,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
FC Stars,,FC Stars ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,52,94545,ECNL Regional League Boys,4,13,3,5,5,16,33,-17,1.07,14,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
Connecticut FC United,,Connecticut FC United ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,31,96818,ECNL Regional League Boys,5,13,0,13,0,8,55,-47,0.00,0,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
World Class FC,,World Class FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,116,95017,ECNL Regional League Boys,1,14,14,0,0,66,5,61,3.00,42,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
East Meadow SC,,East Meadow SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,42,85575,ECNL Regional League Boys,2,13,10,2,1,57,18,39,2.38,31,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
SUSA FC,,SUSA FC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,9,95343,ECNL Regional League Boys,3,14,8,3,3,33,19,14,1.92,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
AC Connecticut,,AC Connecticut ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,4370,116992,ECNL Regional League Boys,5,12,3,7,2,12,26,-14,0.91,11,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
Manhattan SC,,Manhattan SC ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys New England 2025-26,72,3905,518,113902,ECNL Regional League Boys,6,14,3,11,0,13,28,-15,0.64,9,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3905/12/72/0/0
Sporting Columbus,,Sporting Columbus ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Great Lakes Alliance 2025-26,72,3899,4009,81420,ECNL Regional League Boys,1,12,11,1,0,74,4,70,2.75,33,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3899/12/72/0/0
Columbus Force,,Columbus Force ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Great Lakes Alliance 2025-26,72,3899,4075,94547,ECNL Regional League Boys,2,12,9,3,0,50,14,36,2.25,27,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3899/12/72/0/0
Ohio Premier,,Ohio Premier ECNL RL B13 Qualification: n/a,13,Male,,,ECNL RL Boys Great Lakes Alliance 2025-26,72,3899,437,81321,ECNL Regional League Boys,3,13,9,3,1,45,20,25,2.15,28,n/a,https://api.athleteone.com/api/Script/get-conference-standings/3899/12/72/0/0
