club_id,club_name_official,club_name_scraped,address_line1,city,state,zip,event_id,league_name,api_url
419,Maryland United FC,Maryland United FC,220 Prince George's Blvd,Upper Marlboro,Maryland,20774,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/419/12
64,Match Fit Academy,Match Fit Academy,", New Jersey",,,,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/64/12
17,Bethesda SC,Bethesda SC,8655 Grovemont Circle,Gaithersburg,Maryland,20877,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/17/12
46,HEX FC,HEX FC Bucks,601 Buttonwood Lane,Perkasie,Pennsylvania,18944,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/46/12
3405,Pipeline SC,Pipeline SC,P.O.Box 10126,Baldwin,Maryland,21013,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/3405/12
4338,PSA Monmouth,PSA Monmouth,16 Hanover Ave,Randolph,New Jersey,07869,3266,Pre-ECNL Girls,https://api.athleteone.com/api/Script/get-club-info/3266/4338/12
3620,FC Tulsa Academy,FC Tulsa Academy,"4931 S. Mingo Road, Suite A",Tulsa,Oklahoma,74146,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/3620/12
3585,Arkansas Comets FC,Arkansas Comets FC,416 E Lafayette,Fayetteville,Arkansas,72701,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/3585/12
5136,Southwest MO Rush,Southwest MO Rush,2334 E Pythian St.,Springfield,Missouri,65802,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/5136/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/2133/12
106,Tulsa SC,Tulsa SC Frontier,"1325 East 15th Street, Suite 202",Tulsa,Oklahoma,74120,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/106/12
3587,West Side Alliance,West Side Alliance Frontier,5214 Greenan Drive,Sand Springs,Oklahoma,74063,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/3587/12
3694,Kernow Storm FC,Kernow Storm FC Frontier,2404 LAKE RIDGE RD,Waxahachie,Texas,75165,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/3694/12
5137,PlayMaker Futbol Academy,PlayMaker Futbol Academy,14013 N 80th Place,Scottsdale,Arizona,85260,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/5137/12
592,AZ Arsenal,Arizona Arsenal,2320 East Baseline Rd Suite 148-497,Phoenix,Arizona,85042,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/592/12
4368,El Paso Locomotive Youth Soccer Club,El Paso Locomotive SC,123 W. MILLS AVE.,El Paso,Texas,79901,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/4368/12
1560,NM Rapids Soccer Club,NM Rapids,8220 La Mirada NE Suite 600,Albuquerque,New Mexico,87109,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/1560/12
3594,Arkansas Rising,Arkansas Rising,16603 Cantrell Rd Suite 4,Little Rock,Arkansas,72223,4007,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4007/3594/12
1936,CCV Stars,CCV Stars,7007 W. Happy Valley Road,Peoria,Arizona,85383,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/1936/12
4349,CFC North,CFC North,52 Ridgewood Dr,Rocky Hill,Connecticut,06067,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/4349/12
342,Select,Select North,55 Recreation Park Drive,Hingham,Massachusetts,02043,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/342/12
489,Brentwood SC,Brentwood SC,Crooked Hill Rd.,Brentwood,New York,11717,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/489/12
3998,FC Arizona,FC Arizona,5780 W Oakland St,Chandler,Arizona,85248,4023,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4023/3998/12
4220,Eastern FC,Eastern FC,9 High Street,Bedford Hills,New York,10507,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/4220/12
1030,Western United Pioneers,Western United Pioneers,PO Box 655,Ludlow,Massachusetts,01056,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/1030/12
75,Ohio Elite SA,Ohio Elite SA,256 East Sharon Road,Cincinnati,Ohio,45246,4168,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4168/75/12
5327,Westchester Soccer Club,Westchester Soccer Club,"555 Theodore Fremd Ave, Suite 102A",Rye,New York,10580,3918,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3918/5327/12
1501,FC Pride,FC Pride Elite,11960 E 62nd Street,Indianapolis,Indiana,46235,4168,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4168/1501/12
3650,Mercury,Mercury,5345 Hagewa Dr,Cincinnati,Ohio,45242,4168,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4168/3650/12
3405,Pipeline SC,Pipeline SC,P.O.Box 10126,Baldwin,Maryland,21013,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/3405/12
1940,Potomac Soccer Association,Potomac SA,13202 Executive Park Drive,Germantown,Maryland,20874,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/1940/12
494,Baltimore Celtic Soccer Club,Baltimore Celtic,602 Weller Drive,Mount Airy,Maryland,21771,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/494/12
419,Maryland United FC,Maryland United FC,220 Prince George's Blvd,Upper Marlboro,Maryland,20774,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/419/12
1345,Philadelphia Ukrainian Nationals,Philadelphia Ukrainian Nationals,1 Lower State Road,North Wales,Pennsylvania,19454,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/1345/12
4338,PSA Monmouth,PSA Monmouth,16 Hanover Ave,Randolph,New Jersey,07869,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/4338/12
79,Penn Fusion SA,Penn Fusion SA,901 South Bolmar Street Suite P,West Chester,Pennsylvania,19382,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/79/12
64,Match Fit Academy,Match Fit Surf,", New Jersey",,,,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/64/12
451,Lehigh Valley United Rush,LVU Rush,1344 N Sherman St,Allentown,Pennsylvania,18109,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/451/12
4355,SJEB FC,SJEB FC,c/o 67 Pheasant Drive,Southampton,Pennsylvania,18966,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/4355/12
1501,FC Pride,FC Pride Elite,11960 E 62nd Street,Indianapolis,Indiana,46235,3981,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3981/1501/12
3650,Mercury,Mercury,5345 Hagewa Dr,Cincinnati,Ohio,45242,3981,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3981/3650/12
46,HEX FC,HEX FC Dominion,601 Buttonwood Lane,Perkasie,Pennsylvania,18944,3920,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3920/46/12
2419,Bloomingdale Lightning FC,Bloomingdale Lightning FC,3623 Waterscape Terrace,Elgin,Illinois,60124,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2419/12
1255,FC 1974 Libertyville,FC 1974 Libertyville,30080 Technology Way,Libertyville,Illinois,60048,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/1255/12
75,Ohio Elite SA,Ohio Elite SA,256 East Sharon Road,Cincinnati,Ohio,45246,3981,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3981/75/12
2106,Chicago Magic,Chicago Magic,"3080 Skokie Valley, Ste 1",Highland Park,Illinois,60035,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2106/12
1797,FC WISCONSIN BOYS,FC WISCONSIN,PO Box 428,Germantown,Wisconsin,53022,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/1797/12
4326,Force,Force,891 IL-176,Crystal Lake,Illinois,60014,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/4326/12
2476,Chicago City SC,Chicago City SC,1414 w irving park rd,Chicago,Illinois,60613,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2476/12
2017,Rockford Raptors FC,Rockford Raptors,8800 E Riverside Blvd.,Loves Park,Illinois,61111,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2017/12
2257,Indiana Elite FC,Indiana Elite FC,10971 Four Seasons Pl Suite 207,Crown Point,Indiana,46307,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2257/12
2167,Chicago Inter Soccer,Chicago Inter Soccer,15781 Ridge Pointe Street,New Lenox,Illinois,60451,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/2167/12
3153,Chicago Soccer Academy,Chicago Soccer Academy,3 South 2nd St,St Charles,Illinois,60175,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/3153/12
5009,Roadrunners SC,Roadrunners SC,"900 Ogden Ave., Suite 270",Downers Grove,Illinois,60515,3916,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3916/5009/12
4874,TKO Premier SC,TKO Premier SC,P.O. Box 19293,Kalamazoo,Michigan,49019,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/4874/12
4484,Michigan Rangers FC,Michigan Rangers FC,6894 28th Ave,Hudsonville,Michigan,49426,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/4484/12
4858,Detroit City FC West,Detroit City FC West,46245 Michigan Ave,Canton,Michigan,48188,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/4858/12
4742,Cap City Athletic 1847,Cap City Athletic 1847,PO Box 23206,Lansing,Michigan,48909,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/4742/12
1720,Michigan Burn,Michigan Burn,30845 23 Mile Rd,New Baltimore,Michigan,48047,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/1720/12
4852,Legends FC Michigan,Legends FC Michigan,9299 Goble Dr.,Brighton,Michigan,48116,4008,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4008/4852/12
2955,River Islands Surf,River Islands Surf,1051 River Islands Pkwy,Lathrop,California,95330,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/2955/12
69,Mustang SC,Mustang SC,4680 Camino Tassajara,Danville,California,94526,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/69/12
88,San Juan SC,San Juan SC,"10860 Gold Center Drive, Suite 275",Rancho Cordova,California,95670,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/88/12
3054,Placer United Soccer Club,Placer United,1091 Tinker Road #300,Rocklin,California,95765,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/3054/12
3065,Association Football Club,Association FC,"Oakland, CA 94611",Oakland,California,94611,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/3065/12
1470,California Odyssey SC,COSC,"2525 Alluvial Avenue, Suite 301",Clovis,California,93611,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/1470/12
1425,Davis Legacy,Davis Legacy,PO Box 72295,Davis,California,95617,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/1425/12
4063,El Camino Futbol Club Salinas,El Camino Futbol Club Salinas,1,Salinas,California,93906,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/4063/12
4342,1974 Newark FC,1974 Newark FC,PO box 311,Newark,California,94560,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/4342/12
1585,Marin Football Club,Marin FC,336 Bon Air Center PMB 122,Greenbrae,California,94904,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/1585/12
294,MVLA Soccer Club,MVLA,"339 South San Antonio RD, Suite 1D",Los Altos,California,94022,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/294/12
3231,Los Gatos United,Los Gatos United,"634 N Santa Cruz Ave., Suite 100",Los Gatos,California,95030,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/3231/12
1040,San Francisco Elite Academy,San Francisco Elite Academy,4308 Geary Blvd #302,San Francisco,California,94118,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/1040/12
373,Gretna Elite Academy,Gretna Elite Academy,10550 South 222nd Street,Gretna,Nebraska,68028,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/373/12
91,Santa Rosa United,Santa Rosa United,P.O. Box 12154,Santa Rosa,California,95406,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/91/12
3480,Union KC,Union KC Soccer Club Navy,"8101 College Blvd, Ste 100",Overland Park,Kansas,66210,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/3480/12
1730,Missouri Rush,Missouri Rush,901 Caledonia Dr.,O'Fallon,Missouri,63368,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/1730/12
3723,VSA Rush,VSA Rush Black,"209 E 1st Street, Suite 160",Ankeny,Iowa,50021,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/3723/12
3740,Kansas City Surf,Kansas City Surf Steging,14508 Ballentine Street,Overland Park,Kansas,66221,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/3740/12
3483,Sporting Iowa,Sporting Iowa,"4685 Merle Hay Rd., Suite 202",Des Moines,Iowa,50322,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/3483/12
2548,Santa Clara Sporting,Santa Clara Sporting,282 Brokaw Road,Santa Clara,California,95050,4010,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4010/2548/12
4315,FC United Iowa,FC United,8610 Milburn Rd NE,Cedar Rapids,Iowa,52411,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/4315/12
2330,Kansas City Athletics,Kansas City Athletics,9001 W. 67th,Merriam,Kansas,66202,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/2330/12
101,Solar Soccer Club,SOLAR,107 Sun Creek Drive Suite 300,Allen,Texas,75013,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/101/12
3696,Kansas Rush,Kansas Rush,623 N. Lindenwood,Olathe,Kansas,66062,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/3696/12
5147,St. Louis Stars,St. Louis Stars,St. Louis,St. Louis,Missouri,63125,4009,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4009/5147/12
3849,TAG Soccer,TAG Soccer,"3059 Champions Way, Ste 700,",Melissa,Texas,75454,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/3849/12
37,Dallas Texans,Dallas Texans,2013 Wing Point Lane,Dallas,Texas,75093,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/37/12
1771,BVB International Academy,BVBIA,1830 Legends Trail,Carrollton,Texas,75006,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/1771/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/35/12
36,Sting Soccer Club,Sting,15000 E Beltwood Parkway,Dallas,Texas,75001,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/36/12
47,FC Dallas Youth,FC Dallas,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/47/12
3694,Kernow Storm FC,Kernow Storm FC,2404 LAKE RIDGE RD,Waxahachie,Texas,75165,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/3694/12
42,East Meadow SC,East Meadow SC,1836 Newbridge Rd,North Bellmore,New York,11710,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/42/12
2738,Atl̩tico Dallas Youth,Atl̩tico Dallas Youth,1251 Digital Dr,Richardson,Texas,75081,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/2738/12
1409,East Coast Surf SC,East Coast Surf SC,45 Cherry Valley Ave,Ny,New York,11552,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/1409/12
4068,Avanti Soccer Academy,Avanti SA,2635 Brenner Dr,Dallas,Texas,75220,4171,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4171/4068/12
9,SUSA FC,SUSA FC Academy,271 Carleton Avenue,Central Islip,New York,11722,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/9/12
431,FSA FC,FSA FC,11 Executive Drive,Farmington,Connecticut,06032,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/431/12
94,Scorpions SC,Scorpions SC,18 Coachman Lane,Auburn,Massachusetts,01501,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/94/12
518,Manhattan Soccer Club,Manhattan SC,New York City,New York,New York,10025,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/518/12
4370,AC Connecticut,AC Connecticut,153 S Main St,Newtown,Connecticut,06470,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/4370/12
52,FC Stars,FC Stars,70 McGovern Blvd,,,,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/52/12
116,World Class FC,World Class FC,175 Old Orangeburg Road,Orangeburg,New York,10962,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/116/12
31,Connecticut FC,Connecticut FC United Ole,667 Amity Road,Bethany,Connecticut,06524,3919,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3919/31/12
16,Beach FC  (CA),Beach FC (CA),PO Box 10098,Torrance,California,90505,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/16/12
87,San Diego Surf,San Diego Surf,2683 VIa De La Valle Suite G-425,San Diego,California,92014,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/87/12
13,Sporting CA USA,Sporting CA USA,350 S. Milliken Ave. Suite J,Ontario,California,91761,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/13/12
82,LAFC So Cal,LAFC So Cal,6430 Variel Ave. Suite #103,Woodland Hills,California,91367,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/82/12
2289,LA Breakers FC,LA Breakers FC,"12100 WILSHIRE BLVD, 8TH FLOOR",Los Angeles,California,90025,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/2289/12
300,Rebels SC,Rebels SC,PO BOX 212649,Chula Vista,California,91921,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/300/12
113,West Coast FC,West Coast FC,PO Box 799,San Juan Capistrano,California,92693,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/113/12
86,SDSC Surf,SDSC Surf,11305 Rancho Bernardo Rd Suite 101,San Diego,California,92127,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/86/12
96,SLAMMERS FC,Slammers FC,2618 San Miguel Dr #120,Newport Beach,California,92626,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/96/12
61,Legends FC,Legends FC,"5555 Hamner Ave, Norco, CA 92680",Eastvale,California,92880,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/61/12
39,Legends FC SD (DMCV),Legends FC San Diego,10505 Sorrento Valley Rd Ste.150,San Diego,California,92121,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/39/12
41,Eagles Soccer Club,Eagles SC,7261 Los Coyotes Place,Camarillo,California,93012,3923,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3923/41/12
2731,Florida Premier FC,Florida Premier FC,13553 FL-54,Odessa,Florida,33556,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/2731/12
379,Florida Kraze Krush,Florida Kraze,1073 Willa Springs Dr  #1049,Winter Springs,Florida,32708,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/379/12
1919,Space Coast United,Space Coast United,P.O. Box 410301,Melbourne,Florida,32941,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/1919/12
5158,FC America,FC America,825 Courtland St,Orlando,Florida,32804,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/5158/12
1353,Sporting Jax Soccer Academy,Sporting Jax,112 Bartram Oaks Walk #600308,St Johns,Florida,32260,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/1353/12
3055,Florida Hawks FC,FHFC,16112 Fishhawk Blvd,Lithia,Florida,33547,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/3055/12
390,Team Boca Soccer,Team Boca Soccer,PO Box 812650,Boca Raton,Florida,33481,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/390/12
4568,Orlando Soccer School Lake Nona,Orlando City Lake Nona,12314 Suttner Ave,Orlando,Florida,32827,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/4568/12
840,Wellington Soccer Club,Wellington,PO Box 211855,Wellington,Florida,33421-1855,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/840/12
4873,Strikers Miami FC,Strikers Miami FC,"12985 SW 130th Ct, Suite 210",Miami,Florida,33186,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/4873/12
1925,Fort Lauderdale United FC,Fort Lauderdale United FC,3801 SW 76th Ave,Davie,Florida,33328,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/1925/12
2237,Doral Soccer Club,Doral Soccer Club,5300 NW 102nd Ave,Doral,Florida,33178,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/2237/12
3387,Parkland Soccer Club,Parkland SC,5944 Coral Ridge Dr #216,Coral Springs,Florida,33076,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/3387/12
3384,Florida West FC,Florida West FC,11500 Fenway South Drive,Fort Myers,Florida,33913,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/3384/12
354,Davie United SC,Davie United SC,PO Box 292171,Davie,Florida,33329-2171,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/354/12
2329,FC Prime,FC Prime,"4577 N Nob Hill Road, Suite 101",Sunrise,Florida,33351,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/2329/12
4566,Springs SC,Springs SC,5944 Coral Springs Drive #523,Coral Springs,Florida,33076,4011,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/4011/4566/12
101,Solar Soccer Club,SOLAR,107 Sun Creek Drive Suite 300,Allen,Texas,75013,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/101/12
1771,BVB International Academy,BVBIA,1830 Legends Trail,Carrollton,Texas,75006,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/1771/12
37,Dallas Texans,Dallas Texans,2013 Wing Point Lane,Dallas,Texas,75093,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/37/12
2133,Oklahoma Energy FC,OK Energy FC,1502 W Danforth Rd,Edmond,Oklahoma,73003,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/2133/12
4068,Avanti Soccer Academy,Avanti SA,2635 Brenner Dr,Dallas,Texas,75220,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/4068/12
3717,NTX Celtic FC,NTX Celtic FC,1106 Oakhollow Dr,Corinth,Texas,76210,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/3717/12
2738,Atl̩tico Dallas Youth,Atletico Dallas Youth,1251 Digital Dr,Richardson,Texas,75081,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/2738/12
2127,Fever United,Fever United FC,PO Box 1931,Colleyville,Texas,76034,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/2127/12
3694,Kernow Storm FC,Kernow Storm FC,2404 LAKE RIDGE RD,Waxahachie,Texas,75165,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/3694/12
4371,NTX UNITED FC,NTX UNITED FC,.,Lewisville,Texas,75067,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/4371/12
2134,Oklahoma Celtic Football Club,Oklahoma Celtic,1001 East Robinson St,Norman,Oklahoma,73071,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/2134/12
35,DKSC,DKSC,2241 Valwood Parkway # 100,Farmers Branch,Texas,75234,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/35/12
4484,Michigan Rangers FC,Michigan Rangers FC,6894 28th Ave,Hudsonville,Michigan,49426,4004,Pre-ECNL North Girls,https://api.athleteone.com/api/Script/get-club-info/4004/4484/12
3849,TAG Soccer,TAG Soccer,"3059 Champions Way, Ste 700,",Melissa,Texas,75454,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/3849/12
106,Tulsa SC,Tulsa SC,"1325 East 15th Street, Suite 202",Tulsa,Oklahoma,74120,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/106/12
47,FC Dallas Youth,FC Dallas,"9200 World Cup Way, Ste 202",Dallas,Texas,75033,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/47/12
4852,Legends FC Michigan,Legends FC Michigan,9299 Goble Dr.,Brighton,Michigan,48116,4004,Pre-ECNL North Girls,https://api.athleteone.com/api/Script/get-club-info/4004/4852/12
36,Sting Soccer Club,Sting,15000 E Beltwood Parkway,Dallas,Texas,75001,3921,Pre-ECNL North Boys,https://api.athleteone.com/api/Script/get-club-info/3921/36/12
